'Flow Duration','Tot Fwd Pkts','Tot Bwd Pkts','TotLen Fwd Pkts','TotLen Bwd Pkts','Fwd Pkt Len Max','Fwd Pkt Len Min','Fwd Pkt Len Mean','Fwd Pkt Len Std','Bwd Pkt Len Max','Bwd Pkt Len Min','Bwd Pkt Len Mean','Bwd Pkt Len Std','Flow Byts/s','Flow Pkts/s','Flow IAT Mean','Flow IAT Std','Flow IAT Max','Flow IAT Min','Fwd IAT Tot','Fwd IAT Mean','Fwd IAT Std','Fwd IAT Max','Fwd IAT Min','Bwd IAT Tot','Bwd IAT Mean','Bwd IAT Std','Bwd IAT Max','Bwd IAT Min','Bwd PSH Flags','Bwd URG Flags','Fwd Header Len','Bwd Header Len','Fwd Pkts/s','Bwd Pkts/s','Pkt Len Min','Pkt Len Max','Pkt Len Mean','Pkt Len Std','Pkt Len Var','FIN Flag Cnt','SYN Flag Cnt','RST Flag Cnt','PSH Flag Cnt','ACK Flag Cnt','URG Flag Cnt','CWE Flag Count','ECE Flag Cnt','Down/Up Ratio','Pkt Size Avg','Fwd Seg Size Avg','Bwd Seg Size Avg','Subflow Fwd Pkts','Subflow Fwd Byts','Subflow Bwd Pkts','Subflow Bwd Byts','Init Bwd Win Byts','Fwd Act Data Pkts','Active Mean','Active Std','Active Max','Active Min','Idle Mean','Idle Std','Idle Max','Idle Min',Label
4184,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,478.0115,4184.0,0.0,4184,4184,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,239.0057,239.0057,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
7186,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,278.319,7186.0,0.0,7186,7186,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,139.1595,139.1595,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
959328,7,1,4592,656,656,656,656.0,0.0,656,656,656.0,0.0,5470.496,8.3392,137046.8571,86344.9091,257611,1900,957428,159571.3333,68445.4159,257611,61197,0,0.0,0.0,0,0,0,0,56,8,7.2968,1.0424,656,656,656.0,0.0,0.0,0,0,0,0,0,0,0,0,0,738.0,656.0,656.0,7,4592,1,656,-1,7,0,0,0,0,0,0,0,0,Normal
7080,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,282.4859,7080.0,0.0,7080,7080,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,141.2429,141.2429,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
10732,3,7,319,4434,319,0,106.3333,184.1747,1460,0,633.4286,773.4224,442881.1032,931.7928,1192.4444,1954.2572,5394,40,9812,4906.0,1729.5832,6129,3683,10732,1788.6667,2313.9034,5394,50,0,0,60,164,279.5378,652.2549,0,1460,432.0909,666.7645,444574.8909,0,1,0,0,0,0,0,0,2,475.3,106.3333,633.4286,3,319,7,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
8394,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,238.2654,8394.0,0.0,8394,8394,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,119.1327,119.1327,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
89089283,1,1,214,209,214,214,214.0,0.0,209,209,209.0,0.0,4.748,0.0224,89089283.0,0.0,89089283,89089283,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8,8,0.0112,0.0112,209,214,210.6667,2.8868,8.3333,0,0,0,0,0,0,0,0,1,316.0,214.0,209.0,1,214,1,209,-1,1,0,0,0,0,89089283,0,89089283,89089283,Normal
7844,4,8,327,4434,327,0,81.75,163.5,1460,0,554.25,750.2544,606960.7343,1529.8317,713.0909,1336.7102,4005,46,7643,2547.6667,2145.204,4622,338,7844,1120.5714,1608.2223,4005,68,0,0,80,184,509.9439,1019.8878,0,1460,366.2308,629.8823,396751.6923,0,1,0,0,0,0,0,0,2,396.75,81.75,554.25,4,327,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
19542,3,7,328,4434,328,0,109.3333,189.3709,1460,0,633.4286,773.4224,243680.2784,511.7184,2171.3333,4331.7214,13587,38,18125,9062.5,9942.6285,16093,2032,19542,3257.0,5213.1724,13587,180,0,0,60,164,153.5155,358.2028,0,1460,432.9091,666.6173,444378.6909,0,1,0,0,0,0,0,0,2,476.2,109.3333,633.4286,3,328,7,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
3711,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,538.9383,3711.0,0.0,3711,3711,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,269.4691,269.4691,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
478,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4184.1004,478.0,0.0,478,478,0,0.0,0.0,0,0,478,478.0,0.0,478,478,0,0,0,52,0.0,4184.1004,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Port_Scan
21690,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,92.2084,21690.0,0.0,21690,21690,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,46.1042,46.1042,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
15770,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,126.8231,15770.0,0.0,15770,15770,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,63.4115,63.4115,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
7879,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,253.8393,7879.0,0.0,7879,7879,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,126.9197,126.9197,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
30,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,66666.6667,30.0,0.0,30,30,0,0.0,0.0,0,0,30,30.0,0.0,30,30,0,0,0,40,0.0,66666.6667,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,2,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
12850,4,8,317,4434,317,0,79.25,158.5,1460,0,554.25,750.2544,369727.6265,933.8521,1168.1818,2425.0694,7795,56,12563,4187.6667,4128.1436,8591,405,12850,1835.7143,2957.2841,7795,126,0,0,80,184,311.284,622.5681,0,1460,365.4615,629.9403,396824.7692,0,1,0,0,0,0,0,0,2,395.9167,79.25,554.25,4,317,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
105959618,5,5,136,1614,136,0,27.2,60.821,1356,0,322.8,588.2816,16.5157,0.0944,11773290.89,35268017.21,105821304,22,105891572,26472893.0,52898950.92,105821304,128,138292,34573.0,39068.0414,68839,160,0,0,100,124,0.0472,0.0472,0,1356,159.0909,405.6337,164538.6909,0,1,0,0,0,0,0,0,1,175.0,27.2,322.8,5,136,5,1614,237,1,0,0,0,0,0,0,0,0,Normal
248,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8064.5161,248.0,0.0,248,248,0,0.0,0.0,0,0,248,248.0,0.0,248,248,0,0,0,52,0.0,8064.5161,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Port_Scan
6001370,5,1,619,125,125,123,123.8,1.0954,125,125,125.0,0.0,123.9717,0.9998,1200274.0,1642838.59,2999964,380,6000599,1500149.75,1731778.01,2999964,380,0,0.0,0.0,0,0,0,0,40,8,0.8331,0.1666,123,125,124.1429,1.069,1.1429,0,0,0,0,0,0,0,0,0,144.8333,123.8,125.0,5,619,1,125,-1,5,0,0,0,0,0,0,0,0,Normal
3302,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,605.6935,3302.0,0.0,3302,3302,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,302.8468,302.8468,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
6819,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,293.2981,6819.0,0.0,6819,6819,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,146.6491,146.6491,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
88945914,8,1,400,50,50,50,50.0,0.0,50,50,50.0,0.0,5.0593,0.1012,11118239.25,24365956.98,70292525,748855,88197014,12599573.43,25926226.63,70292525,748855,0,0.0,0.0,0,0,0,0,64,8,0.0899,0.0112,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,55.5556,50.0,50.0,8,400,1,50,-1,8,1498924,57,1498964,1498884,42224607,39694030,70292525,14156689,Normal
5443,4,8,320,4434,320,0,80.0,160.0,1460,0,554.25,750.2544,873415.3959,2204.6665,494.8182,987.7999,3365,7,5224,1741.3333,1516.3365,3365,362,5443,777.5714,1221.4883,3470,57,0,0,80,184,734.8888,1469.7777,0,1460,365.6923,629.9216,396801.2308,0,1,0,0,0,0,0,0,2,396.1667,80.0,554.25,4,320,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
2824,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,708.2153,2824.0,0.0,2824,2824,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,354.1076,354.1076,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
6389,4,8,320,4434,320,0,80.0,160.0,1460,0,554.25,750.2544,744091.4071,1878.2282,580.8182,947.8428,2850,52,6174,2058.0,1428.4457,2915,409,6389,912.7143,1193.7344,3134,78,0,0,80,184,626.0761,1252.1521,0,1460,365.6923,629.9216,396801.2308,0,1,0,0,0,0,0,0,2,396.1667,80.0,554.25,4,320,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
119773309,97,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.8182,1234776.381,1775344.74,9080363,0,119771970,1247624.688,1780125.021,9080363,0,0,0.0,0.0,0,0,0,0,0,0,0.8099,0.0083,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,97,0,1,0,-1,0,12432856,8520876,25118316,1936876,6167372,1450914,9080363,5027813,Normal
1490790,2,1,100,50,50,50,50.0,0.0,50,50,50.0,0.0,100.6178,2.0124,745395.0,6503.9682,749994,740796,749994,749994.0,0.0,749994,749994,0,0.0,0.0,0,0,0,0,16,8,1.3416,0.6708,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,66.6667,50.0,50.0,2,100,1,50,-1,2,0,0,0,0,0,0,0,0,Normal
7556,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,264.6903,7556.0,0.0,7556,7556,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,132.3452,132.3452,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
5319,4,8,326,4434,326,0,81.5,163.0,1460,0,554.25,750.2544,894905.0573,2256.0632,483.5455,854.7232,2783,49,5075,1691.6667,1257.1783,2783,317,5319,759.8571,1039.0934,2892,120,0,0,80,184,752.0211,1504.0421,0,1460,366.1538,629.8875,396758.3077,0,1,0,0,0,0,0,0,2,396.6667,81.5,554.25,4,326,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
6154,4,8,320,4434,320,0,80.0,160.0,1460,0,554.25,750.2544,772505.6874,1949.9513,559.4545,990.6956,3071,51,5907,1969.0,1497.5043,3071,264,6154,879.1429,1244.8434,3299,85,0,0,80,184,649.9838,1299.9675,0,1460,365.6923,629.9216,396801.2308,0,1,0,0,0,0,0,0,2,396.1667,80.0,554.25,4,320,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
3822,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,523.2862,3822.0,0.0,3822,3822,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,261.6431,261.6431,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
6906,3,7,317,4434,317,0,105.6667,183.02,1460,0,633.4286,773.4224,687952.5051,1448.0162,767.3333,1023.884,2721,47,5923,2961.5,340.1184,3202,2721,6906,1151.0,1313.5681,3197,64,0,0,60,164,434.4049,1013.6114,0,1460,431.9091,666.7987,444620.4909,0,1,0,0,0,0,0,0,2,475.1,105.6667,633.4286,3,317,7,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
7393,4,8,321,4434,321,0,80.25,160.5,1460,0,554.25,750.2544,643175.9773,1623.157,672.0909,1021.7705,3438,38,6431,2143.6667,1910.5953,4258,541,7393,1056.1429,1178.9735,3438,272,0,0,80,184,541.0523,1082.1047,0,1460,365.7692,629.9156,396793.6923,0,1,0,0,0,0,0,0,2,396.25,80.25,554.25,4,321,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
10644,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,187.8993,10644.0,0.0,10644,10644,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,93.9496,93.9496,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,513,0,0,0,0,0,0,0,0,0,Brute_Force
7439,4,8,321,4434,321,0,80.25,160.5,1460,0,554.25,750.2544,639198.817,1613.12,676.2727,1230.1563,3306,46,7227,2409.0,1883.8506,3925,300,7439,1062.7143,1473.8189,3306,104,0,0,80,184,537.7067,1075.4134,0,1460,365.7692,629.9156,396793.6923,0,1,0,0,0,0,0,0,2,396.25,80.25,554.25,4,321,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
5980,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,334.4482,5980.0,0.0,5980,5980,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,167.2241,167.2241,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
22344,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,89.5095,22344.0,0.0,22344,22344,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,44.7547,44.7547,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
407,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4914.0049,407.0,0.0,407,407,0,0.0,0.0,0,0,407,407.0,0.0,407,407,0,0,0,52,0.0,4914.0049,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Port_Scan
7337,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,272.591,7337.0,0.0,7337,7337,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,136.2955,136.2955,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
8214,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,243.4867,8214.0,0.0,8214,8214,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,121.7434,121.7434,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
8859,4,8,317,4434,317,0,79.25,158.5,1460,0,554.25,750.2544,536290.7777,1354.5547,805.3636,1495.742,4199,53,8656,2885.3333,2186.7433,4199,361,8859,1265.5714,1843.8328,4443,69,0,0,80,184,451.5182,903.0365,0,1460,365.4615,629.9403,396824.7692,0,1,0,0,0,0,0,0,2,395.9167,79.25,554.25,4,317,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
8496,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,235.4049,8496.0,0.0,8496,8496,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,117.7024,117.7024,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
21207,4,8,318,4434,318,0,79.5,159.0,1460,0,554.25,750.2544,224076.9557,565.8509,1927.9091,4045.0306,13577,49,7479,2493.0,1614.582,3618,643,21207,3029.5714,4856.7627,13577,171,0,0,80,184,188.617,377.2339,0,1460,365.5385,629.9339,396816.7692,0,1,0,0,0,0,0,0,2,396.0,79.5,554.25,4,318,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
25273,4,8,318,4434,318,0,79.5,159.0,1460,0,554.25,750.2544,188026.7479,474.815,2297.5455,5330.2374,17938,61,7170,2390.0,1744.7971,3777,431,25273,3610.4286,6482.9784,17938,139,0,0,80,184,158.2717,316.5433,0,1460,365.5385,629.9339,396816.7692,0,1,0,0,0,0,0,0,2,396.0,79.5,554.25,4,318,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
39303,4,8,321,4434,321,0,80.25,160.5,1460,0,554.25,750.2544,120983.1311,305.3202,3573.0,6775.6397,17539,127,38606,12868.6667,9943.847,20115,1532,39303,5614.7143,8068.5224,17539,150,0,0,80,184,101.7734,203.5468,0,1460,365.7692,629.9156,396793.6923,0,1,0,0,0,0,0,0,2,396.25,80.25,554.25,4,321,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
9958402,1,2,54,0,54,54,54.0,0.0,0,0,0.0,0.0,5.4226,0.3013,4979201.0,7041473.979,9958275,127,0,0.0,0.0,0,0,9958402,9958402.0,0.0,9958402,9958402,0,0,20,40,0.1004,0.2008,0,54,13.5,27.0,729.0,0,0,0,0,1,0,0,0,2,18.0,54.0,0.0,1,54,2,0,0,1,0,0,0,0,9958275,0,9958275,9958275,Port_Scan
15887,4,8,326,4434,326,0,81.5,163.0,1460,0,554.25,750.2544,299616.0383,755.3346,1444.2727,3661.2529,12258,41,15690,5230.0,6247.389,12258,307,15887,2269.5714,4531.6112,12349,99,0,0,80,184,251.7782,503.5564,0,1460,366.1538,629.8875,396758.3077,0,1,0,0,0,0,0,0,2,396.6667,81.5,554.25,4,326,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
90239298,3,3,0,3,0,0,0.0,0.0,1,1,1.0,0.0,0.0332,0.0665,18047859.6,24605368.2,45002085,78595,90160688,45080344.0,642.053,45080798,45079890,90160703,45080351.5,485.7824,45080695,45080008,0,0,96,60,0.0332,0.0332,0,1,0.5714,0.5345,0.2857,0,0,0,0,1,0,0,0,1,0.6667,0.0,1.0,3,0,3,3,256,0,78662,73,78713,78610,45001690,559,45002085,45001295,Normal
75803538,2,1,80,45,44,36,40.0,5.6569,45,45,45.0,0.0,1.649,0.0396,37900000.0,53500000.0,75700000,106786,106786,106786.0,0.0,106786,106786,0,0.0,0.0,0,0,0,0,16,8,0.0264,0.0132,36,45,42.5,4.3589,19.0,0,0,0,0,0,0,0,0,0,56.6667,40.0,45.0,2,80,1,45,-1,2,0,0,0,0,75700000,0,75700000,75700000,Port_Scan
4718,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,423.9084,4718.0,0.0,4718,4718,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,211.9542,211.9542,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
8911,4,8,318,4434,318,0,79.5,159.0,1460,0,554.25,750.2544,533273.4822,1346.6502,810.0909,1478.2208,4343,54,8656,2885.3333,2120.2609,4343,453,8911,1273.0,1816.9049,4576,127,0,0,80,184,448.8834,897.7668,0,1460,365.5385,629.9339,396816.7692,0,1,0,0,0,0,0,0,2,396.0,79.5,554.25,4,318,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
6662407,5,1,3280,656,656,656,656.0,0.0,656,656,656.0,0.0,590.7775,0.9006,1332481.4,735246.7503,2000991,380236,6282171,1570542.75,585629.8627,2000991,760406,0,0.0,0.0,0,0,0,0,40,8,0.7505,0.1501,656,656,656.0,0.0,0.0,0,0,0,0,0,0,0,0,0,765.3333,656.0,656.0,5,3280,1,656,-1,5,0,0,0,0,0,0,0,0,Normal
11945,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,167.4341,11945.0,0.0,11945,11945,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,83.717,83.717,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
90415009,6,7,2935,1548,1356,0,489.1667,676.9781,875,0,221.1429,342.3314,49.5825,0.1438,7534584.083,26038057.92,90216433,0,90351470,18070294.0,40330959.42,90216433,0,73196,12199.3333,25585.2301,64015,67,0,0,132,152,0.0664,0.0774,0,1356,320.2143,506.6598,256704.1813,0,1,0,0,1,0,0,0,1,344.8462,489.1667,221.1429,6,2935,7,1548,259,3,198576,0,198576,198576,90216433,0,90216433,90216433,Normal
8177,4,8,316,4434,316,0,79.0,158.0,1460,0,554.25,750.2544,580897.6397,1467.5309,743.3636,1387.427,4008,44,7974,2658.0,1988.0993,4008,375,8177,1168.1429,1681.5923,4151,74,0,0,80,184,489.177,978.3539,0,1460,365.3846,629.9468,396832.9231,0,1,0,0,0,0,0,0,2,395.8333,79.0,554.25,4,316,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
97799,1,1,22,22,22,22,22.0,0.0,22,22,22.0,0.0,449.9024,20.4501,97799.0,0.0,97799,97799,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8,8,10.2251,10.2251,22,22,22.0,0.0,0.0,0,0,0,0,0,0,0,0,1,33.0,22.0,22.0,1,22,1,22,-1,1,0,0,0,0,0,0,0,0,Normal
9710,4,8,325,4434,325,0,81.25,162.5,1460,0,554.25,750.2544,490113.2853,1235.8393,882.7273,1749.3255,5351,35,9440,3146.6667,2857.1493,5968,255,9710,1387.1429,2130.1196,5351,110,0,0,80,184,411.9464,823.8929,0,1460,366.0769,629.8929,396765.0769,0,1,0,0,0,0,0,0,2,396.5833,81.25,554.25,4,325,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
5356,4,8,322,4434,322,0,80.5,161.0,1460,0,554.25,750.2544,887976.1016,2240.478,486.9091,872.8142,3005,37,4965,1655.0,1341.0906,3005,323,5356,765.1429,1081.7523,3148,144,0,0,80,184,746.826,1493.652,0,1460,365.8462,629.9098,396786.3077,0,1,0,0,0,0,0,0,2,396.3333,80.5,554.25,4,322,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
1016,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1968.5039,1016.0,0.0,1016,1016,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,984.252,984.252,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
68,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29411.7647,68.0,0.0,68,68,0,0.0,0.0,0,0,68,68.0,0.0,68,68,0,0,0,40,0.0,29411.7647,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,2,0,4102,0,0,0,0,0,0,0,0,0,HTTP_DDoS
17561,4,8,318,4434,318,0,79.5,159.0,1460,0,554.25,750.2544,270599.6242,683.3324,1596.4545,4351.1772,14652,37,17184,5728.0,7779.3736,14652,377,17561,2508.7143,5419.4699,14750,121,0,0,80,184,227.7775,455.5549,0,1460,365.5385,629.9339,396816.7692,0,1,0,0,0,0,0,0,2,396.0,79.5,554.25,4,318,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
3548,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,563.6979,3548.0,0.0,3548,3548,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,281.8489,281.8489,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
3445,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,580.5515,3445.0,0.0,3445,3445,0,0.0,0.0,0,0,3445,3445.0,0.0,3445,3445,0,0,0,44,0.0,580.5515,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Port_Scan
8989,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,222.4942,8989.0,0.0,8989,8989,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,111.2471,111.2471,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
22386,4,8,319,4434,319,0,79.75,159.5,1460,0,554.25,750.2544,212320.2001,536.0493,2035.0909,5044.8808,16889,40,21486,7162.0,8651.685,16889,326,22386,3198.0,6214.4454,16984,114,0,0,80,184,178.6831,357.3662,0,1460,365.6154,629.9277,396808.9231,0,1,0,0,0,0,0,0,2,396.0833,79.75,554.25,4,319,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
8049,4,8,319,4434,319,0,79.75,159.5,1460,0,554.25,750.2544,590508.1377,1490.8684,731.7273,1353.2491,3805,44,7814,2604.6667,1930.3115,3805,378,8049,1149.8571,1629.2154,3928,92,0,0,80,184,496.9561,993.9123,0,1460,365.6154,629.9277,396808.9231,0,1,0,0,0,0,0,0,2,396.0833,79.75,554.25,4,319,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
