Method,User-Agent,Pragma,Cache-Control,Accept,Accept-encoding,Accept-charset,language,host,cookie,content-type,connection,lenght,content,classification,URL,timestamp,source_ip,dest_port
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=0F6DCF4F21E5937B16D319BED5B434DA,,close,,,1,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=torok&password=03f3so&nombre=Noel+Stefani&apellidos=Vilaseca+Regalado&email=howell%40zarasalud.mw&dni=17400980P&direccion=C%2F+San+Andres+79%2C+7%3FA&ciudad=Fontiveros&cp=49254&provinciaA=Guadalajara&ntc=4507218709160906&B1=Registrar HTTP/1.1,2025-10-14 03:39:00,192.168.1.27,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=F80D316C481F6EED59924836272D1ECC,,close,,,1,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=hosang&password=helespontiaca&nombre=Yodalia&apellidos=Siruela+Mohedano&emailA=hepburn_spinnell%4017horas.sb&dni=03749375F&direccion=Antonio+Ulloa+98+3H&ciudad=Entrena&cp=50500&provincia=Badajoz&ntc=8391447645133065&B1=Registrar HTTP/1.1,2025-10-14 03:40:00,192.168.1.28,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=0DDFE780261EC52C166AFABCE1AB655B,application/x-www-form-urlencoded,Connection: close,Content-Length: 248,modo=registro&login=hulda&password=escocer&nombre=Artemio&apellidos=Subirat&email=mobley_bonn%40delujos.cv&dni=54601063Y&direccion=Navaluenga%2C+120+11%3FA&ciudad=Alcal%E1+de+Henares&cp=44620&provincia=C%2Fu%2Fenca&ntc=6658698118800512&B1=Registrar,1,http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1,2025-10-14 03:41:00,192.168.1.29,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=82C094006CB4FDE4C1714E5DA4C352AF,,close,,,1,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsg=any%250D%250ASet-cookie%253A%2BTamper%253D5765205567234876235 HTTP/1.1,2025-10-14 03:42:00,192.168.1.30,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=1C48A9EF242D68D7303D9E2A949F807E,,close,,,1,http://localhost:8080/tienda1/publico/caracteristicas.jsp?idA=1 HTTP/1.1,2025-10-14 03:43:00,192.168.1.31,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=D1F6C465964E4F0F286D5EEA6B7FDA61,,close,,,1,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsg=%2520 HTTP/1.1,2025-10-14 03:44:00,192.168.1.32,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=72A80A920B24886601888D48E595D032,,close,,,1,http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=Jam%F3n%27+Ib%E9ric-%27o&precio=100&cantidad=68&B1=A%F1adir+al+carrito HTTP/1.1,2025-10-14 03:45:00,192.168.1.33,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=1A4BB25133E2A5F9ECD7962451EE5D88,,close,,,1,http://localhost:8080/tienda1/publico/vaciar.jsp?B2A=Vaciar+carrito HTTP/1.1,2025-10-14 03:46:00,192.168.1.34,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=8291138F8AC638AF72ECB9D04B883AE6,application/x-www-form-urlencoded,Connection: close,Content-Length: 5,idA=2,1,http://localhost:8080/tienda1/publico/caracteristicas.jsp HTTP/1.1,2025-10-14 03:47:00,192.168.1.35,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=407CE8E1DA939D2D543504743EA5C49D,,close,,,1,http://localhost:8080/asf-logo-wide HTTP/1.1,2025-10-14 03:48:00,192.168.1.36,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=300CDB94B7B344AF17F577A2D6F748FB,application/x-www-form-urlencoded,Connection: close,Content-Length: 146,id=3%27%2C%270%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&nombre=Queso+Manchego&precio=100&cantidad=66&B1=A%F1adir+al+carrito,1,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,2025-10-14 03:49:00,192.168.1.37,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=A0497021B5807D5AAABB29CC5C14495A,application/x-www-form-urlencoded,Connection: close,Content-Length: 20,B2=Vaciar+carrito%7C,1,http://localhost:8080/tienda1/publico/vaciar.jsp HTTP/1.1,2025-10-14 03:50:00,192.168.1.38,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=7952C041F9E800914E4CB3FD424E6A85,,close,,,1,http://localhost:8080/tienda1/publico/autenticar.jsp?modoA=entrar&login=nelon&pwd=EquIN57erMo&remember=off&B1=Entrar HTTP/1.1,2025-10-14 03:51:00,192.168.1.39,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=2785660406F4AF9F633E079D354032ED,,close,,,1,http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=Queso+Manchego&precio=85%2F&cantidad=65&B1=A%F1adir+al+carrito HTTP/1.1,2025-10-14 03:52:00,192.168.1.40,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=28C442D05B6D42B529343E319EAB3D20,application/x-www-form-urlencoded,Connection: close,Content-Length: 82,modo=entrar%27INJECTED_PARAM&login=thi&pwd=p537ep95blem312e&remember=off&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,2025-10-14 03:53:00,192.168.1.41,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=630F232AC21BFF99056670901ECC6FE2,,close,,,1,http://localhost:8080/tienda1/global/estilos.css.Old HTTP/1.1,2025-10-14 03:54:00,192.168.1.42,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=D301B190ACBCB90EAB9A749FC3015D19,application/x-www-form-urlencoded,Connection: close,Content-Length: 34,B2=Vaciar+carrito%27INJECTED_PARAM,1,http://localhost:8080/tienda1/publico/vaciar.jsp HTTP/1.1,2025-10-14 03:55:00,192.168.1.43,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=11F9C529B81D6B6F3A7B0CDEF3B76C28,application/x-www-form-urlencoded,Connection: close,Content-Length: 18,B2A=Vaciar+carrito,1,http://localhost:8080/tienda1/publico/vaciar.jsp HTTP/1.1,2025-10-14 03:56:00,192.168.1.44,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=2624FD6EF921512C1E63CF99B6BD2A3A,,close,,,1,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioA=3796&B1=Pasar+por+caja HTTP/1.1,2025-10-14 03:57:00,192.168.1.45,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=E77D357052B659338FB4061D82EC1DB3,,close,,,1,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioA=5949&B1=Confirmar HTTP/1.1,2025-10-14 03:58:00,192.168.1.46,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=82085842D0B6856C89E54D5C408D9B0C,application/x-www-form-urlencoded,Connection: close,Content-Length: 273,modo=registro&login=kundert&password=monesca&nombre=Ante&apellidos=Altirriba+Pava&email=lowry-carmine%40filtraciondehumos.nc&dni=70212042B&direccion=C%2F+Mercurio+165+4E&ciudad=San+Mart%EDn+de+la+Virgen+de+Moncayo&cp=03773&provincia=Navarra&ntc=410473345935403&B1=Registrar,1,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,2025-10-14 03:59:00,192.168.1.47,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=44191631A23791678CF29A502BEFE5C3,application/x-www-form-urlencoded,Connection: close,Content-Length: 5,idA=2,1,http://localhost:8080/tienda1/publico/caracteristicas.jsp HTTP/1.1,2025-10-14 04:00:00,192.168.1.48,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=C2D3C8F3FBA61EAE4200D4C20581745B,application/x-www-form-urlencoded,Connection: close,Content-Length: 34,errorMsgA=Credenciales+incorrectas,1,http://localhost:8080/tienda1/publico/entrar.jsp HTTP/1.1,2025-10-14 04:01:00,192.168.1.49,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=DC716585ADD34C8279045DF5965DC02E,,close,,,1,http://localhost:8080/CFIDE/administrator/welcome.cfm HTTP/1.1,2025-10-14 04:02:00,192.168.1.50,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=AC6898C083C2634E3912A5D6382986A8,,close,,,1,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4862&B1=Pasar+por+caja%2F HTTP/1.1,2025-10-14 04:03:00,192.168.1.51,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=7FD38B8C1BCB90585147C8BD11CA053F,,close,,,1,http://localhost:8080/admin4.nsf HTTP/1.1,2025-10-14 04:04:00,192.168.1.52,80
PUT,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,,"x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:9090,JSESSIONID=D148562AA3368EFF93A1A82F684FB0C4,application/x-www-form-urlencoded,Connection: close,Content-Length: 67,id=3&nombre=Vino+Rioja&precio=39&cantidad=47&B1=A%F1adir+al+carrito,1,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,2025-10-14 04:05:00,192.168.1.53,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=1506D270830D9546E1AF210624D3F6BC,,close,,,1,http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=Vino+Rioja&precio=%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E&cantidad=26&B1=A%F1adir+al+carrito HTTP/1.1,2025-10-14 04:06:00,192.168.1.54,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=852FE6449D3EB78F56D9C938C0F0D351,,close,,,1,http://localhost:8080/asf-logo-wide HTTP/1.1,2025-10-14 04:07:00,192.168.1.55,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=C803B17624F25600ED311A5FDFE851A9,application/x-www-form-urlencoded,Connection: close,Content-Length: 250,modo=registro&login=coxall&password=9errero&nombre=Vilma&apellidos=Bayter+Bertinelli&email=kwah-wu%40921.cf&dniA=38682401N&direccion=Calle+Francisco+Altimiras%2C+154+&ciudad=Muros+de+Nal%F3n&cp=10840&provincia=Burgos&ntc=2744860732185534&B1=Registrar,1,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,2025-10-14 04:08:00,192.168.1.56,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=454636BC403E80B841C0D9E27F9577F0,,close,,,1,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=*du%27cic&password=c0855m05l13&nombre=Rachid&apellidos=Specie&email=tansey%40cohel.tel&dni=85978887B&direccion=C%2F+Uruguay%2C+17%2C+&ciudad=Sitges&cp=08840&provincia=Salamanca&ntc=2191408173155775&B1=Registrar HTTP/1.1,2025-10-14 04:09:00,192.168.1.57,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=394735F0C2B02F286611CCB2E8167098,application/x-www-form-urlencoded,Connection: close,Content-Length: 75,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidadA=56&B1=A%F1adir+al+carrito,1,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,2025-10-14 04:10:00,192.168.1.58,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=B79A43DB83D73B5F1A10588E03AD54AA,,close,,,1,http://localhost:8080/tienda1/global/titulo.jsp.inc HTTP/1.1,2025-10-14 04:11:00,192.168.1.59,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=E03F301BB6F2A5E8652E304251D48B1C,,close,,,1,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=ardoin&pwd=antroponimi6&remember=on&B1A=Entrar HTTP/1.1,2025-10-14 04:12:00,192.168.1.60,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=3D2BB6E3ACCDA84E412813D76823AB94,,close,,,1,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2779&B1=Confirmar%2F HTTP/1.1,2025-10-14 04:13:00,192.168.1.61,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=5B19D53E9984711E2476ACC167A4F47F,,close,,,1,http://localhost:8080/ HTTP/1.1,2025-10-14 04:14:00,192.168.1.62,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=18680C79B0B8559003F689B6788C775E,,close,,,1,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=pravato&password=rastrero&nombre=Robustiana&apellidos=Laspiur&email=kurz%40kayaalicante.cn&dni=52%2763986G&direccion=C%2F+Santa+Anna%2C+S%2FN+&ciudad=Villaespasa&cp=26292&provincia=Navarra&ntc=8682803216185712&B1=Registrar HTTP/1.1,2025-10-14 04:15:00,192.168.1.63,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=DD567D816996E63EC5E7ED4E670F5513,,close,,,1,http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=Jam%F3n+Ib%E9rico&precio=39%2F&cantidad=61&B1=A%F1adir+al+carrito HTTP/1.1,2025-10-14 04:16:00,192.168.1.64,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=58F406A1DE04F555E6CEBB91A88B2912,,close,,,1,http://localhost:8080/tienda1/imagenes/asf-logo-wide.gif/.OLD HTTP/1.1,2025-10-14 04:17:00,192.168.1.65,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=D71EEF8C3E390ED91D4DB42CCF0A91AA,application/x-www-form-urlencoded,Connection: close,Content-Length: 231,modo=registro&login=hormoz&password=79Ari68&nombre=Tamar&apellidos=Unger&email=ferrandis%40ilusionarium.is&dni=27110453P&direccion=C%2F+Tampa%2C+34+&ciudad=Molares%2C+Los&cpA=05410&provincia=Teruel&ntc=7701457023954310&B1=Registrar,1,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,2025-10-14 04:18:00,192.168.1.66,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=FF13E9B7723F2EBC9A1BED5F1BC9B242,,close,,,1,http://localhost:8080/IISSamples/sdk/asp/database/Update_VBScript.asp HTTP/1.1,2025-10-14 04:19:00,192.168.1.67,80
POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=2F87FAB21E4FD15604FD530A9B9C6AF1,application/x-www-form-urlencoded,Connection: close,Content-Length: 34,errorMsgA=Credenciales+incorrectas,1,http://localhost:8080/tienda1/publico/entrar.jsp HTTP/1.1,2025-10-14 04:20:00,192.168.1.68,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=53679DC3457FC4D3FC06DD4F69C33028,,close,,,1,http://localhost:8080/tienda1.INC HTTP/1.1,2025-10-14 04:21:00,192.168.1.69,80
GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=59B6F6D46B01E1FFF0B5466A62762D15,,close,,,1,http://localhost:8080/tienda1/miembros/fotos.jsp/asf-logo-wide.gif HTTP/1.1,2025-10-14 04:22:00,192.168.1.70,80
