Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type,timestamp,source_ip
80,742902,3,26,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,15650.7857,10.76858051,106128.8571,277849.0762,736213,2,6030,3015.0,4261.025463,6028,2,742724,185681.0,367032.2247,736213,154,72,112,4.038217692,6.73036282,0,4380,1291.888889,1980.710254,3923213.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:12:22.902,192.168.1.251
22,13160792,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,361.148478,4.027113262,253092.1538,684565.5848,2524195,3,11000000,552140.1,971414.3016,2568087,298,13200000,424536.5806,849440.439,2524195,3,680,1032,1.595648651,2.431464611,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 03:39:20.792,192.168.1.54
7911,40,1,0,0,0,0.0,0.0,6,6,6.0,0.0,150000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,25000.0,25000.0,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.040,192.168.1.35
80,9389751,4,24,6,6,6.0,0.0,0,0,0.0,0.0,2.555978321,0.425996387,3129917.0,5420315.327,9388758,2,9389751,3129917.0,5420315.327,9388758,2,0,0.0,0.0,0,0,80,0,0.425996387,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,993.0,993,993,9388758.0,9388758,9388758,DDoS,2025-10-12 02:36:29.751,192.168.1.162
80,449,2,8,6,2,4.0,2.828427125,2,2,2.0,0.0,22271.71492,6681.514477,224.5,188.7975106,358,91,449,449.0,0.0,449,449,0,0.0,0.0,0,0,44,24,4454.342984,2227.171492,2,6,3.0,2.0,4.0,0,1,0,4.0,8,1024,29200,1,20,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.449,192.168.1.199
80,9262757,4,24,6,6,6.0,0.0,0,0,0.0,0.0,2.591021226,0.431836871,3087585.667,5347004.833,9261775,3,9262757,3087585.667,5347004.833,9261775,3,0,0.0,0.0,0,0,80,0,0.431836871,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,982.0,982,982,9261775.0,9261775,9261775,DDoS,2025-10-12 02:34:22.757,192.168.1.92
22,11607996,21,2008,640,0,95.61904762,140.0451628,976,0,88.5483871,223.315,409.4591349,4.479670737,227607.7647,610159.6523,2264152,3,9361700,468085.0,833541.376,2316325,332,11600000,386929.1333,760526.7942,2264152,3,680,1000,1.809097798,2.67057294,0,976,89.67924528,191.0076291,36483.91437,0,1,0,91.40384615,2008,29200,247,16,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 03:13:27.996,192.168.1.132
53,181,2,80,40,40,40.0,0.0,56,56,56.0,0.0,1060773.48066298,22099.4475138122,60.3333333333,64.049460055,130,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,40,40,11049.7237569061,11049.7237569061,40,56,46.4,8.7635609201,76.8,0,0,0,58.0,80,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:00.181,192.168.1.150
8080,68009,4,207,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5014.042259,102.9275537,11334.83333,26753.78625,65942,48,68009,22669.66667,38676.17624,67328,73,66573,33286.5,46181.85099,65942,631,92,72,58.81574497,44.11180873,0,195,42.625,75.57576615,5711.696429,0,1,0,48.71428571,207,8192,237,3,20,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:01:08.009,192.168.1.243
21,9157093,9,104,23,0,11.55555556,9.355628134,34,0,12.53333333,14.54975045,31.88784912,2.620919106,398134.4783,1034159.508,3168896,3,6320438,790054.75,1458926.353,3213219,229,9156972,654069.4286,1276573.425,3168896,3,296,488,0.982844665,1.638074441,0,34,11.68,12.60198397,158.81,0,1,0,12.16666667,104,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 02:32:37.093,192.168.1.10
80,5410097,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.739358278,1803365.667,3122925.144,5409409,92,5410097,2705048.5,3824543.297,5409409,688,0,0.0,0.0,0,0,104,40,0.554518708,0.184839569,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:30:10.097,192.168.1.169
9100,38,1,0,0,0,0.0,0.0,6,6,6.0,0.0,157894.7368,52631.57895,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,26315.78947,26315.78947,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.038,192.168.1.181
80,92,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21739.13043,92.0,0.0,92,92,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,10869.56522,10869.56522,0,0,0.0,0.0,0.0,0,0,1,0.0,0,1444,1174,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 00:00:00.092,192.168.1.56
80,83952245,7,674,328,0,96.28571429,158.3137331,4344,0,1449.375,1547.981999,146.1426076,0.178673006,5996588.929,22300000.0,83600000,2,83800000,14000000.0,34100000.0,83600000,2,84000000,12000000.0,31600000.0,83600000,47,196,264,0.083380736,0.09529227,0,4344,767.1875,1274.815711,1625155.096,1,0,0,818.3333333,674,0,235,4,20,11004.0,11004,11004,83600000.0,83600000,83600000,DoS,2025-10-12 23:19:12.245,192.168.1.5
5801,26,1,0,0,0,0.0,0.0,6,6,6.0,0.0,230769.2308,76923.07692,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,38461.53846,38461.53846,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.026,192.168.1.185
80,3409017,4,24,6,6,6.0,0.0,0,0,0.0,0.0,7.040152631,1.173358772,1136339.0,1967639.162,3408373,321,3409017,1136339.0,1967639.162,3408373,321,0,0.0,0.0,0,0,80,0,1.173358772,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:56:49.017,192.168.1.220
21,214,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,65420.56075,14018.69159,107.0,33.9411255,131,83,214,214.0,0.0,214,214,0,0.0,0.0,0,0,64,20,9345.794393,4672.897196,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 00:00:00.214,192.168.1.116
8080,72660,4,208,196,0,52.0,96.04165763,128,0,44.66666667,72.23111056,4706.85384,96.33911368,12110.0,28540.62409,70364,41,72660,24220.0,41154.79925,71739,41,70980,35490.0,49319.28377,70364,616,92,72,55.0509221,41.28819158,0,196,42.75,75.86407017,5755.357143,0,1,0,48.85714286,208,8192,237,3,20,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:01:12.660,192.168.1.88
22,11864172,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,400.6179277,4.467231257,228157.1538,618354.2352,2263110,3,9557387,477869.35,844056.7949,2149488,369,11900000,382711.0645,767453.4236,2263110,3,680,1032,1.770035026,2.697196231,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 03:17:44.172,192.168.1.191
22,11734984,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,405.0282472,4.516410078,225672.7692,608748.2557,2126931,3,10300000,514640.5,900748.4214,2184842,442,11700000,378543.3548,755164.015,2126931,3,680,1032,1.789520974,2.726889104,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 03:15:34.984,192.168.1.194
80,351,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5698.005698,351.0,0.0,351,351,351,351.0,0.0,351,351,0,0.0,0.0,0,0,64,0,5698.005698,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,1439,-1,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 00:00:00.351,192.168.1.119
80,5474506,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.730659533,1824835.333,3160099.573,5473804,96,5474506,2737253.0,3870067.538,5473804,702,0,0.0,0.0,0,0,104,40,0.54799465,0.182664883,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:31:14.506,192.168.1.73
53,250,2,82,41,41,41.0,0.0,265,265,265.0,0.0,2448000.0,16000.0,83.33333333,101.7120117,198,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,40,40,8000.0,8000.0,41,265,130.6,122.6898529,15052.8,0,0,0,163.25,82,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:00.250,192.168.1.91
80,5919418,5,30,6,6,6.0,0.0,0,0,0.0,0.0,5.068065813,0.844677636,1479854.5,2958935.001,5918257,313,5919418,1479854.5,2958935.001,5918257,313,0,0.0,0.0,0,0,100,0,0.844677636,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,1161.0,1161,1161,5918257.0,5918257,5918257,DDoS,2025-10-12 01:38:39.418,192.168.1.137
3005,83,1,0,0,0,0.0,0.0,6,6,6.0,0.0,72289.15663,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,12048.19277,12048.19277,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.083,192.168.1.37
80,5263155,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.760000418,1754385.0,3037908.881,5262260,123,5263155,2631577.5,3720346.87,5262260,895,0,0.0,0.0,0,0,104,40,0.570000314,0.190000105,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:27:43.155,192.168.1.180
80,1601290,5,30,6,6,6.0,0.0,0,0,0.0,0.0,18.73489499,3.122482498,400322.5,798061.754,1597412,1,1601290,400322.5,798061.754,1597412,1,0,0.0,0.0,0,0,100,0,3.122482498,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:26:41.290,192.168.1.165
80,5215215,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.766986596,1738405.0,3010262.75,5214357,123,5215215,2607607.5,3686500.497,5214357,858,0,0.0,0.0,0,0,104,40,0.575239947,0.191746649,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:26:55.215,192.168.1.172
80,1337790,3,26,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,8691.199665,6.727513287,167223.75,471450.6235,1334001,13,3482,1741.0,2395.677775,3435,47,1337728,267545.6,596168.5029,1334001,13,72,132,2.242504429,4.485008858,0,5840,1162.7,1911.59573,3654198.233,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:22:17.790,192.168.1.67
80,100453686,8,960,320,0,120.0,165.6157342,7240,0,1932.5,2695.639126,124.9829698,0.139367708,7727206.615,27700000.0,99900000,3,100000000,14300000.0,37700000.0,99900000,3,561236,112247.2,183978.9845,423787,72,264,200,0.07963869,0.059729018,0,7240,837.0,1861.994975,3467025.286,0,0,1,896.7857143,960,251,235,3,32,991.0,991,991,99900000.0,99900000,99900000,DoS,2025-10-13 03:54:13.686,192.168.1.220
2288,92,1,2,2,2,2.0,0.0,6,6,6.0,0.0,86956.52174,21739.13043,92.0,0.0,92,92,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,10869.56522,10869.56522,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.092,192.168.1.97
80,98896804,7,1338,333,0,191.1428571,176.9382459,5792,0,1932.5,2181.008184,130.772679,0.131450153,8241400.333,28200000.0,97900000,11,98700000,16500000.0,39900000.0,97900000,49,1030540,206108.0,379430.5717,873979,11,220,200,0.070780852,0.060669301,0,5792,924.2142857,1633.225698,2667426.181,1,0,0,995.3076923,1338,0,235,4,20,0.0,0,0,97900000.0,97900000,97900000,DoS,2025-10-13 03:28:16.804,192.168.1.241
21,250,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,56000.0,12000.0,125.0,62.22539674,169,81,250,250.0,0.0,250,250,0,0.0,0.0,0,0,64,20,8000.0,4000.0,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 00:00:00.250,192.168.1.138
80,99983611,7,360,354,0,51.42857143,133.4401953,7240,0,2319.0,3331.638186,119.5695963,0.12001967,9089419.182,30100000.0,99900000,0,99900000,16700000.0,40800000.0,99900000,0,62376,15594.0,23172.28726,49137,66,220,168,0.070011474,0.050008196,0,7240,919.6153846,2243.869557,5034950.59,0,0,1,996.25,360,251,235,2,20,979.0,979,979,99900000.0,99900000,99900000,DoS,2025-10-13 03:46:23.611,192.168.1.115
80,60001,3,26,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,193780.1037,149.9975,7500.125,15504.67887,43687,9,16007,8003.5,9946.871091,15037,970,59905,11981.0,19012.36876,43687,9,72,132,49.99916668,99.99833336,0,5840,1162.7,1911.59573,3654198.233,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:01:00.001,192.168.1.253
80,5444804,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.734645361,1814934.667,3142792.638,5443919,128,5444804,2722402.0,3848806.252,5443919,885,0,0.0,0.0,0,0,104,40,0.550984021,0.18366134,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:30:44.804,192.168.1.233
20222,43,1,2,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.043,192.168.1.211
27352,32,1,0,0,0,0.0,0.0,6,6,6.0,0.0,187500.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,31250.0,31250.0,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.032,192.168.1.123
80,5357988,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.746548891,1785996.0,3092623.497,5357050,166,5357988,2678994.0,3787343.116,5357050,938,0,0.0,0.0,0,0,104,40,0.559911668,0.186637223,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:29:17.988,192.168.1.20
80,10654109,8,391,391,0,48.875,138.2393757,4392,0,1938.666667,2190.718847,1128.484794,1.314047003,819546.8462,2004071.366,5650971,47,5654740,807820.0,2135963.12,5651729,198,10700000,2130810.2,2926036.854,5650971,124,264,200,0.750884002,0.563163001,0,4392,801.5333333,1627.067075,2647347.267,0,1,0,858.7857143,391,29200,235,1,32,1351.0,1351,1351,5650971.0,5650971,5650971,DoS,2025-10-12 02:57:34.109,192.168.1.45
21,245,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,57142.85714,12244.89796,122.5,58.68986284,164,81,245,245.0,0.0,245,245,0,0.0,0.0,0,0,64,20,8163.265306,4081.632653,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 00:00:00.245,192.168.1.40
123,65020919,2,96,48,48,48.0,0.0,48,48,48.0,0.0,2.952895821,0.061518663,21700000.0,37500000.0,65000000,23258,65000000,65000000.0,0.0,65000000,65000000,65000000,65000000.0,0.0,65000000,65000000,64,64,0.030759331,0.030759331,48,48,48.0,0.0,0.0,0,0,0,60.0,96,-1,-1,1,32,23258.0,23258,23258,65000000.0,65000000,65000000,Normal Traffic,2025-10-12 18:03:40.919,192.168.1.84
22,11227608,23,2008,640,0,87.30434783,136.3399611,976,0,85.78125,220.240592,423.3314879,4.89863914,207918.6667,571512.7356,2225024,3,9725296,442058.9091,826789.2246,2268701,311,11200000,362175.6452,720695.7703,2225024,3,744,1032,2.048521822,2.850117318,0,976,84.875,186.8396554,34909.05682,0,1,0,86.41818182,2008,29200,247,16,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 03:07:07.608,192.168.1.67
53508,41,1,6,6,6,6.0,0.0,6,6,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,24390.2439,24390.2439,6,6,6.0,0.0,0.0,0,0,1,9.0,6,242,256,0,20,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:00:00.041,192.168.1.72
1812,74,1,2,2,2,2.0,0.0,6,6,6.0,0.0,108108.1081,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,13513.51351,13513.51351,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.074,192.168.1.179
3737,46,1,0,0,0,0.0,0.0,6,6,6.0,0.0,130434.7826,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,21739.13043,21739.13043,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.046,192.168.1.6
8080,1029384,3,0,0,0,0.0,0.0,6,6,6.0,0.0,17.48618591,5.828728638,205876.8,281229.1403,514557,389,1028969,514484.5,1071.266773,515242,513727,1028699,514349.5,843.57839,514946,513753,92,60,2.914364319,2.914364319,0,6,2.571428571,3.207134903,10.28571429,0,1,0,3.0,0,8192,0,0,28,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:17:09.384,192.168.1.220
80,63630087,16,2553,998,0,159.5625,350.0729388,2112,0,427.9285714,715.356228,134.2761012,0.471475074,2194140.931,4085194.804,10000000,1,53700000,3582779.6,4792913.594,10100000,48,63600000,4890756.923,5011081.143,10100000,1,520,456,0.251453373,0.220021701,0,2112,275.6129032,550.9706996,303568.7118,0,1,0,284.8,2553,29200,125,3,32,726806.0,3432459,50190,10000000.0,10000000,10000000,Normal Traffic,2025-10-12 17:40:30.087,192.168.1.58
443,119067836,55,3887,1416,0,70.67272727,224.9735832,4344,0,1385.606061,1030.619155,800.6948241,1.016227422,992231.9667,2916802.411,10000000,0,119000000,2204959.926,4075430.075,10100000,1,115000000,1762348.738,3795884.301,10100000,48,1768,2120,0.461921555,0.554305866,0,4344,781.4508197,1013.388638,1026956.531,0,1,0,787.9090909,3887,29200,1265,9,32,394234.8182,3751315,57400,10000000.0,10000000,10000000,Normal Traffic,2025-10-13 09:04:27.836,192.168.1.7
80,1053731,3,26,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,11034.12541,7.592070462,150533.0,388505.7067,1031393,1,22000,11000.0,15554.93497,21999,1,1053405,263351.25,512129.4178,1031393,58,72,112,2.847026423,4.745044039,0,5840,1291.888889,2110.95076,4456113.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:17:33.731,192.168.1.29
80,5582874,4,24,6,6,6.0,0.0,0,0,0.0,0.0,4.298861124,0.716476854,1860958.0,3223270.343,5582870,1,5582874,1860958.0,3223270.343,5582870,1,0,0.0,0.0,0,0,80,0,0.716476854,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,4.0,4,4,5582870.0,5582870,5582870,DDoS,2025-10-12 01:33:02.874,192.168.1.157
51742,18,1,6,6,6,6.0,0.0,6,6,6.0,0.0,666666.6667,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,55555.55556,55555.55556,6,6,6.0,0.0,0.0,0,0,1,9.0,6,237,256,0,20,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:00:00.018,192.168.1.147
3283,43,1,0,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,23255.81395,23255.81395,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.043,192.168.1.45
80,6248979,5,30,6,6,6.0,0.0,0,0,0.0,0.0,4.800784256,0.800130709,1562244.75,3122508.272,6246007,3,6248979,1562244.75,3122508.272,6246007,3,0,0.0,0.0,0,0,100,0,0.800130709,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,2972.0,2972,2972,6246007.0,6246007,6246007,DDoS,2025-10-12 01:44:08.979,192.168.1.109
80,3309,5,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1511.030523,827.25,971.1822263,2263,225,3309,827.25,971.1822263,2263,225,0,0.0,0.0,0,0,160,0,1511.030523,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,251,-1,0,32,0.0,0,0,0.0,0,0,DoS,2025-10-12 00:00:03.309,192.168.1.253
22,12993878,19,2008,640,0,105.6842105,143.7671932,976,0,83.18181818,217.2857356,365.7876425,4.00188458,254781.9216,679890.7163,2275211,17,10700000,593091.1667,970748.0679,2309081,683,13000000,406053.5937,825989.3155,2275211,17,616,1064,1.462227058,2.539657522,0,976,89.67924528,191.0076291,36483.91437,0,1,0,91.40384615,2008,29200,247,16,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 03:36:33.878,192.168.1.2
80,99133784,5,354,342,0,70.8,151.6350883,7240,0,1656.428571,2566.885263,120.5340855,0.121048542,9012162.182,29800000.0,99000000,4,99000000,24700000.0,49500000.0,99000000,4,99100000,16500000.0,40400000.0,99000000,72,144,232,0.050436892,0.070611649,0,7240,919.6153846,1997.138767,3988563.256,1,0,0,996.25,354,0,235,2,20,13985.0,13985,13985,99000000.0,99000000,99000000,DoS,2025-10-13 03:32:13.784,192.168.1.16
80,508,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5905.511811,254.0,309.7127702,473,35,508,508.0,0.0,508,508,0,0.0,0.0,0,0,64,32,3937.007874,1968.503937,0,0,0.0,0.0,0.0,0,0,1,0.0,0,237,235,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 00:00:00.508,192.168.1.43
53,317,2,102,51,51,51.0,0.0,112,112,112.0,0.0,1028391.167,12618.29653,105.6666667,92.24062735,184,4,4,4.0,0.0,4,4,184,184.0,0.0,184,184,64,64,6309.148265,6309.148265,51,112,75.4,33.41107601,1116.3,0,0,0,94.25,102,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:00.317,192.168.1.118
1029,77,1,0,0,0,0.0,0.0,6,6,6.0,0.0,77922.07792,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,12987.01299,12987.01299,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.077,192.168.1.78
21,245,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,57142.85714,12244.89796,122.5,33.23401872,146,99,245,245.0,0.0,245,245,0,0.0,0.0,0,0,64,20,8163.265306,4081.632653,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 00:00:00.245,192.168.1.94
80,2058991,5,30,6,6,6.0,0.0,0,0,0.0,0.0,14.57024339,2.428373898,514747.75,1029492.167,2058986,1,2058991,514747.75,1029492.167,2058986,1,0,0.0,0.0,0,0,100,0,2.428373898,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:34:18.991,192.168.1.170
80,84301262,9,340,340,0,37.77777778,113.3333333,7240,0,1932.5,2695.639126,141.5755793,0.177933279,6021518.714,22500000.0,84200000,1,84200000,10500000.0,29800000.0,84200000,1,148615,29723.0,58675.24034,134135,98,296,200,0.106759968,0.071173312,0,7240,745.9375,1824.87488,3330168.329,0,0,1,795.6666667,340,251,235,1,32,1985.0,1985,1985,84200000.0,84200000,84200000,DoS,2025-10-12 23:25:01.262,192.168.1.147
8080,212812,5,216,198,0,43.2,86.57482313,129,0,36.25,61.96975069,1696.332914,42.29084826,26601.5,74571.53897,211156,13,212812,53203.0,105835.5354,211956,48,211936,70645.33333,121685.927,211156,219,112,92,23.4949157,18.79593256,0,198,36.1,69.16718875,4784.1,0,1,0,40.11111111,216,8192,237,4,20,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:03:32.812,192.168.1.168
53,197,2,88,44,44,44.0,0.0,60,60,60.0,0.0,1055837.563,20304.56853,65.66666667,73.79250188,147,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,40,40,10152.28426,10152.28426,44,60,50.4,8.76356092,76.8,0,0,0,63.0,88,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:00.197,192.168.1.156
80,5900259,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.677936341,1966753.0,3405925.5,5899577,122,5900259,2950129.5,4171148.656,5899577,682,0,0.0,0.0,0,0,104,40,0.508452256,0.169484085,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:38:20.259,192.168.1.243
